cobranca_id,cliente_id,data_vencimento,data_pagamento,valor_cobranca,status_cobranca,tipo_cobranca,forma_pagamento,criado_em
142744,5317,2020-09-23,,"3659,41",atrasada,mensalidade,,2020-09-13
142745,2001,2020-05-11 00:00:00,,"3846,97",aberta,mensalidade,pix,01/05/2020 00:00
142746,6464,14/09/2021 00:00,,4909.93,aberta,Mensal,cartao,44443
142747,1544,44240,,"556,24",atrasada,mensalidade,cartao,2021-02-03
142748,8135,45030,2023-04-12 00:00:00,2992.69,Paga,upsell,pix,04/04/2023
142749,4787,19/01/2020 00:00,2020-01-14,"2237,92",Paga,setup,cartao,09/01/2020 00:00
142750,6807,24/09/2021 00:00,23/09/2021 00:00,"R$ 4704,00",Paga,mensalidade,boleto,44453
142751,3436,23/10/2023,45227,"R$ 1824,00",pago,upsell,,45212
142752,7116,45420,13/05/2024,"R$ 3268,00",pago,Mensal,boleto,2024-04-28 00:00:00
142753,8029,2024-05-31,2024-06-10 00:00:00,769.80,Paga,Mensal,pix,21/05/2024
142754,6165,2021-02-08 00:00:00,,"4221,48",atrasada,Mensal,cartao,29/01/2021 00:00
142755,8930,2023-10-14,2023-10-18,"R$ 248,00",pago,mensalidade,,2023-10-04 00:00:00
142756,7515,24/06/2022 00:00,,"67,55",aberta,setup,,44726
142757,3840,2024-10-30,05/11/2024 00:00,2386.23,paga,setup,,2024-10-20 00:00:00
142758,6716,2020-12-07,2020-12-02,"R$ 58,00",Paga,Mensal,boleto,27/11/2020 00:00
142759,8105,09/12/2021 00:00,09/12/2021,4131.52,paga,Mensal,cartao,2021-11-29 00:00:00
142760,2302,2024-09-09,,"1908,69",atrasada,mensalidade,boleto,45534
142761,3498,24/04/2024 00:00,,3807.09,em aberto,setup,pix,14/04/2024 00:00
142762,5002,15/12/2020,2020-12-17,"2032,05",pago,upsell,cartao,44170
142763,4295,17/09/2021,21/09/2021,"3077,19",pago,mensalidade,cartao,07/09/2021 00:00
142764,1550,44813,2022-09-09 00:00:00,"194,89",Paga,Mensal,boleto,44803
142765,5424,20/06/2020 00:00,2020-06-21,"562,17",paga,mensalidade,pix,10/06/2020
142766,8608,2022-10-12,2022-10-15,4674.78,paga,setup,boleto,02/10/2022 00:00
142767,6388,11/04/2020,,"2952,06",atrasada,upsell,cartao,2020-04-01
142768,4154,44851,23/10/2022 00:00,"R$ 265,00",paga,mensalidade,boleto,2022-10-07 00:00:00
142769,3463,23/01/2022 00:00,,"R$ 3190,00",aberta,upsell,boleto,13/01/2022
142770,1733,44165,44174,"603,25",pago,setup,,2020-11-20 00:00:00
142771,1339,44085,,"2849,67",aberta,mensalidade,cartao,01/09/2020
142772,1683,2023-03-06 00:00:00,,"R$ 1144,00",em aberto,Mensal,cartao,2023-02-24 00:00:00
142773,1625,19/04/2022 00:00,22/04/2022,"R$ 2733,00",pago,setup,boleto,44660
142774,2718,17/07/2020 00:00,,2696.43,atrasada,setup,cartao,44019
142775,2942,2020-07-02 00:00:00,08/07/2020 00:00,"221,45",pago,setup,,22/06/2020 00:00
142776,5938,19/04/2021,,1693.94,atrasada,Mensal,pix,09/04/2021
142777,1864,44307,01/05/2021 00:00,780.85,pago,upsell,boleto,44297
142778,1835,05/06/2023 00:00,09/06/2023,433.52,paga,mensalidade,pix,26/05/2023
142779,8940,45498,2024-07-23,"4758,20",pago,setup,,2024-07-15
142780,8080,28/07/2022,2022-07-30,4573.63,pago,Mensal,pix,44760
142781,8846,2021-03-24 00:00:00,,"R$ 4000,00",atrasada,upsell,,2021-03-14 00:00:00
142782,4096,22/10/2021 00:00,2021-10-26,"3879,27",paga,mensalidade,cartao,12/10/2021 00:00
142783,5686,25/12/2021 00:00,2021-12-29 00:00:00,3455.26,Paga,Mensal,boleto,2021-12-15 00:00:00
142784,8978,2022-04-13 00:00:00,2022-04-16,"R$ 2318,00",pago,Mensal,pix,2022-04-03
142785,4350,44567,2022-01-04 00:00:00,"R$ 3888,00",pago,setup,cartao,27/12/2021
142786,4071,27/09/2023 00:00,2023-10-01,"2078,24",Paga,upsell,pix,17/09/2023 00:00
142787,3615,30/04/2024 00:00,26/04/2024,"4472,82",Paga,upsell,cartao,2024-04-20 00:00:00
142788,4745,15/06/2022 00:00,2022-06-14,"1679,68",paga,Mensal,boleto,2022-06-05
142789,4405,26/11/2023,2023-11-23 00:00:00,"2235,74",Paga,upsell,pix,2023-11-16 00:00:00
142790,5290,10/03/2022 00:00,44631,"2220,77",paga,Mensal,,28/02/2022 00:00
142791,3223,2022-07-20 00:00:00,2022-07-20 00:00:00,3996.11,pago,mensalidade,,2022-07-10 00:00:00
142792,5505,2024-08-18,2024-08-16,"R$ 1779,00",Paga,upsell,pix,08/08/2024 00:00
142793,4246,08/07/2023 00:00,2023-07-16 00:00:00,2258.14,Paga,Mensal,pix,2023-06-28
142794,5074,2021-10-17 00:00:00,,"3983,07",atrasada,Mensal,,07/10/2021
142795,8472,2023-03-21,45011,"R$ 2220,00",Paga,Mensal,cartao,2023-03-11
142796,5695,17/05/2020 00:00,2020-05-12 00:00:00,"R$ 4430,00",paga,upsell,cartao,07/05/2020 00:00
142797,4395,2022-07-23,,"R$ 2071,00",em aberto,mensalidade,,2022-07-13 00:00:00
142798,7730,2022-12-16 00:00:00,11/12/2022,"3795,27",pago,Mensal,,06/12/2022 00:00
142799,6165,19/10/2020 00:00,,1122.15,atrasada,mensalidade,boleto,44113
142800,5704,2021-04-24 00:00:00,2021-04-28,400.64,pago,mensalidade,pix,14/04/2021 00:00
142801,6394,43931,,"R$ 4179,00",aberta,Mensal,,31/03/2020
142802,6058,2021-05-30 00:00:00,2021-06-09,"4726,62",pago,mensalidade,pix,20/05/2021 00:00
142803,2891,28/04/2022,01/05/2022 00:00,"1677,23",pago,setup,,18/04/2022 00:00
142804,7686,2021-07-01,2021-06-28,65.32,Paga,setup,,44368
142805,4658,2023-08-28,,1043.05,em aberto,mensalidade,pix,2023-08-18
142806,5094,25/09/2023,,"3822,19",em aberto,mensalidade,,2023-09-15 00:00:00
142807,5092,29/03/2021 00:00,2021-03-24 00:00:00,4547.36,pago,upsell,pix,2021-03-19 00:00:00
142808,5619,2021-09-27,2021-09-29,"R$ 4594,00",paga,setup,pix,17/09/2021
142809,7904,2020-01-16 00:00:00,,"4621,19",aberta,upsell,cartao,06/01/2020
142810,4012,18/10/2021 00:00,2021-10-21,4087.80,Paga,mensalidade,pix,08/10/2021 00:00
142811,4164,25/04/2021 00:00,,830.15,atrasada,mensalidade,,15/04/2021
142812,3885,44730,,201.12,em aberto,setup,boleto,2022-06-08 00:00:00
142813,2152,19/09/2023 00:00,2023-09-25 00:00:00,3149.65,Paga,upsell,cartao,2023-09-09
142814,2893,45009,,"3411,45",aberta,mensalidade,pix,44999
142815,4399,2022-01-07 00:00:00,2022-01-02,3905.87,Paga,upsell,,28/12/2021
142816,1737,2020-04-22,21/04/2020,"4668,00",Paga,setup,cartao,2020-04-12 00:00:00
142817,7217,12/03/2024,,"492,70",atrasada,mensalidade,boleto,2024-03-02 00:00:00
142818,5998,2023-09-12 00:00:00,2023-09-13,"2920,99",Paga,upsell,cartao,45171
142819,7149,27/01/2023 00:00,03/02/2023 00:00,"1687,47",pago,Mensal,pix,17/01/2023
142820,2084,2024-03-03 00:00:00,2024-03-07 00:00:00,1470.81,paga,setup,boleto,22/02/2024 00:00
142821,2405,2021-12-13,44552,331.54,paga,upsell,cartao,2021-12-03 00:00:00
142822,7540,2022-01-13,,"1765,33",aberta,Mensal,,03/01/2022
142823,1088,22/05/2020,2020-05-30,1299.35,Paga,mensalidade,cartao,2020-05-12 00:00:00
142824,1756,2020-04-18 00:00:00,,"R$ 124,00",atrasada,setup,boleto,43929
142825,5105,10/07/2024 00:00,,"1190,20",aberta,upsell,boleto,30/06/2024 00:00
142826,1737,44822,,"1691,16",atrasada,mensalidade,pix,44812
142827,3728,28/07/2020 00:00,2020-07-31,"R$ 3728,00",Paga,upsell,boleto,2020-07-18 00:00:00
142828,2957,14/08/2024,24/08/2024 00:00,2814.34,Paga,setup,,2024-08-04 00:00:00
142829,1734,44143,2020-11-08,4017.48,paga,upsell,pix,2020-10-29
142830,7204,43974,2020-06-01,"1623,05",Paga,upsell,,2020-05-13 00:00:00
142831,8969,2020-08-12 00:00:00,,"4226,73",atrasada,upsell,boleto,02/08/2020
142832,7203,2022-10-17 00:00:00,44856,1600.20,Paga,Mensal,pix,44841
142833,5993,45343,,"4564,00",em aberto,Mensal,cartao,2024-02-11 00:00:00
142834,1219,44649,,4029.33,em aberto,mensalidade,,2022-03-19 00:00:00
142835,4392,14/04/2021,44306,"1501,08",paga,mensalidade,boleto,2021-04-04
142836,6628,23/03/2024 00:00,26/03/2024,4912.26,paga,Mensal,pix,2024-03-13
142837,7382,2022-05-09 00:00:00,,"R$ 4518,00",em aberto,Mensal,cartao,29/04/2022 00:00
142838,8033,2021-01-04,44208,"R$ 4028,00",pago,mensalidade,,25/12/2020 00:00
142839,5818,2021-02-27,02/03/2021,2777.82,pago,upsell,boleto,2021-02-17 00:00:00
142840,5590,44120,2020-10-12,"3131,31",pago,mensalidade,boleto,06/10/2020
142841,8924,2024-09-15,,"466,83",aberta,upsell,boleto,2024-09-05
142842,8058,2020-10-21,,2000.11,atrasada,setup,,2020-10-11 00:00:00
142843,3022,2021-09-14 00:00:00,44461,3224.20,paga,Mensal,cartao,04/09/2021
142844,7661,10/09/2023,,"1697,45",em aberto,mensalidade,cartao,2023-08-31
142845,6489,10/01/2021,,4448.19,aberta,setup,cartao,31/12/2020 00:00
142846,3434,2021-11-12 00:00:00,,4633.93,aberta,setup,cartao,44502
142847,5417,2023-06-10,,"R$ 4746,00",aberta,mensalidade,cartao,2023-05-31 00:00:00
142848,1218,2020-05-09 00:00:00,,"599,45",aberta,upsell,,29/04/2020 00:00
142849,8792,2020-04-28 00:00:00,2020-05-02 00:00:00,"4159,40",pago,Mensal,pix,18/04/2020 00:00
142850,5105,2020-06-03,,4029.84,aberta,setup,,2020-05-24
142851,1228,12/12/2020,2020-12-07,"517,90",pago,upsell,,02/12/2020
142852,2888,2024-06-14,,"1059,31",atrasada,upsell,boleto,2024-06-04 00:00:00
142853,8546,14/12/2020,19/12/2020,1484.67,Paga,Mensal,boleto,44169
142854,6531,19/12/2022,,4670.92,em aberto,Mensal,,2022-12-09
142855,8670,17/04/2023 00:00,,"R$ 535,00",aberta,mensalidade,pix,2023-04-07 00:00:00
142856,8498,2022-12-15 00:00:00,,3354.66,atrasada,mensalidade,boleto,44900
142857,5224,2020-01-17,,1744.03,aberta,setup,pix,43837
142858,8160,2024-09-06,13/09/2024,"1854,63",paga,setup,pix,2024-08-27
142859,6460,14/11/2022 00:00,2022-11-19 00:00:00,"118,76",pago,setup,cartao,44869
142860,6979,2022-12-12 00:00:00,44917,"R$ 1328,00",Paga,upsell,,2022-12-02 00:00:00
142861,7364,15/11/2023,19/11/2023 00:00,3867.52,Paga,setup,boleto,05/11/2023
142862,7724,45086,,"R$ 885,00",em aberto,setup,boleto,45076
142863,7555,2024-02-04,2024-02-04 00:00:00,1553.41,paga,setup,cartao,2024-01-25 00:00:00
142864,7403,2023-04-08,2023-04-03,"R$ 4259,00",paga,mensalidade,boleto,2023-03-29
142865,4494,29/09/2022,25/09/2022 00:00,4412.44,Paga,mensalidade,,44823
142866,2181,2023-11-03 00:00:00,13/11/2023,3280.58,pago,mensalidade,cartao,24/10/2023 00:00
142867,3550,19/06/2022,17/06/2022 00:00,4784.11,pago,upsell,cartao,44721
142868,4979,2024-01-24,,2326.18,em aberto,mensalidade,boleto,45305
142869,7333,2024-07-29 00:00:00,,"R$ 1354,00",atrasada,upsell,,2024-07-19 00:00:00
142870,7131,2022-05-13,2022-05-08,"1570,46",pago,Mensal,pix,44684
142871,2617,2024-06-12,,2060.60,atrasada,mensalidade,,45445
142872,6944,44367,,"R$ 4056,00",atrasada,setup,boleto,10/06/2021
142873,2554,2021-10-25,27/10/2021 00:00,"R$ 2555,00",Paga,Mensal,cartao,2021-10-15 00:00:00
142874,8198,2022-08-19,,"929,15",atrasada,upsell,pix,44782
142875,3647,43865,2020-02-04 00:00:00,"R$ 2818,00",paga,mensalidade,boleto,25/01/2020 00:00
142876,3217,16/04/2023 00:00,,4878.40,atrasada,setup,,45022
142877,1611,45587,,"R$ 4860,00",aberta,mensalidade,cartao,12/10/2024 00:00
142878,1047,2022-08-31,04/09/2022,"2935,30",Paga,setup,boleto,44794
142879,2813,2021-08-27,23/08/2021,"3269,23",paga,upsell,,17/08/2021 00:00
142880,8587,2022-08-27,,"R$ 2184,00",aberta,Mensal,,2022-08-17 00:00:00
142881,4721,2024-01-02,45296,"4336,85",pago,setup,,23/12/2023
142882,8129,2023-01-23 00:00:00,20/01/2023 00:00,"R$ 2886,00",Paga,upsell,pix,44939
142883,5315,09/10/2021,08/10/2021,"R$ 3067,00",Paga,Mensal,,2021-09-29 00:00:00
142884,8202,44955,44958,"R$ 2031,00",paga,mensalidade,boleto,19/01/2023
142885,1693,45111,11/07/2023 00:00,4618.08,paga,setup,cartao,2023-06-24
142886,2231,2022-08-11 00:00:00,44791,"R$ 3852,00",paga,upsell,,44774
142887,7340,15/07/2020 00:00,,"R$ 3914,00",atrasada,Mensal,cartao,05/07/2020
142888,2738,15/12/2023 00:00,,4199.39,em aberto,setup,pix,2023-12-05
142889,1745,44450,,3920.69,aberta,Mensal,cartao,2021-09-01 00:00:00
142890,1641,30/01/2022 00:00,44586,"756,33",paga,upsell,cartao,44581
142891,7676,09/08/2020 00:00,,1332.11,em aberto,mensalidade,cartao,2020-07-30
142892,1087,23/07/2020,,3893.53,atrasada,mensalidade,cartao,13/07/2020
142893,6452,21/06/2022 00:00,2022-06-27,4413.64,pago,setup,,2022-06-11
142894,5328,23/06/2022 00:00,25/06/2022 00:00,"2380,47",Paga,upsell,boleto,13/06/2022 00:00
142895,7082,2023-04-21 00:00:00,45035,3202.64,paga,Mensal,pix,11/04/2023
142896,4717,2020-10-09 00:00:00,,"R$ 4081,00",atrasada,setup,pix,44103
142897,8129,2021-06-13 00:00:00,2021-06-15,"R$ 4163,00",pago,mensalidade,cartao,03/06/2021
142898,2407,2023-09-26 00:00:00,,"3777,64",em aberto,mensalidade,boleto,2023-09-16
142899,2298,44012,44008,"R$ 1239,00",pago,setup,boleto,2020-06-20 00:00:00
142900,7679,2023-03-06,13/03/2023,"1679,44",paga,upsell,cartao,24/02/2023
142901,2551,13/12/2023,45272,"R$ 1182,00",paga,setup,boleto,03/12/2023 00:00
142902,2180,09/05/2024 00:00,,"627,88",aberta,mensalidade,,29/04/2024
142903,5813,44331,44336,2139.74,Paga,upsell,cartao,44321
142904,3034,2024-10-04,14/10/2024 00:00,"2700,06",pago,setup,pix,2024-09-24
142905,2550,05/12/2024 00:00,30/11/2024 00:00,"R$ 467,00",pago,mensalidade,pix,25/11/2024 00:00
142906,3873,26/01/2022,,"R$ 4254,00",em aberto,setup,cartao,16/01/2022 00:00
142907,1915,44090,,4980.09,aberta,upsell,pix,44080
142908,8592,44472,04/10/2021 00:00,"R$ 1493,00",Paga,setup,,2021-09-23
142909,8320,31/10/2023,08/11/2023,"92,77",paga,upsell,cartao,21/10/2023 00:00
142910,5369,43837,,2537.06,em aberto,Mensal,pix,43827
142911,2251,2021-10-24 00:00:00,,3801.24,atrasada,upsell,,14/10/2021 00:00
142912,2699,2024-08-11,,"R$ 4040,00",atrasada,Mensal,pix,45505
142913,3669,2021-09-24 00:00:00,27/09/2021 00:00,"R$ 3094,00",Paga,mensalidade,pix,14/09/2021 00:00
142914,4349,03/05/2022,44684,"R$ 3656,00",pago,mensalidade,,2022-04-23
142915,1751,30/10/2021,25/10/2021 00:00,1608.26,pago,upsell,,2021-10-20 00:00:00
142916,1759,07/10/2020,03/10/2020,2948.74,paga,setup,cartao,2020-09-27
142917,5325,43893,2020-03-03 00:00:00,"1578,04",Paga,upsell,,2020-02-22
142918,3305,2024-07-23 00:00:00,,3037.55,aberta,Mensal,pix,45486
142919,4252,23/07/2022 00:00,2022-07-19 00:00:00,2316.13,Paga,Mensal,,2022-07-13
142920,5030,03/11/2021,,71.01,atrasada,upsell,pix,2021-10-24 00:00:00
142921,2793,44917,27/12/2022,4987.53,pago,mensalidade,boleto,12/12/2022 00:00
142922,3310,04/11/2021,44501,"309,83",paga,setup,cartao,44494
142923,6896,2023-05-11 00:00:00,18/05/2023,1020.89,pago,Mensal,cartao,01/05/2023
142924,1810,2024-03-07 00:00:00,45355,"2574,05",Paga,upsell,boleto,26/02/2024 00:00
142925,3316,2020-11-07 00:00:00,11/11/2020 00:00,"R$ 2448,00",pago,setup,,2020-10-28 00:00:00
142926,2426,44770,2022-07-27 00:00:00,"R$ 4665,00",Paga,Mensal,pix,2022-07-18
142927,8479,27/02/2022 00:00,22/02/2022 00:00,"2561,50",paga,upsell,cartao,44609
142928,1970,45332,17/02/2024,1618.74,pago,Mensal,cartao,31/01/2024
142929,2886,2020-02-17,15/02/2020,"4811,56",pago,setup,cartao,07/02/2020 00:00
142930,8955,44491,44496,"4542,67",pago,mensalidade,cartao,12/10/2021
142931,6388,43988,06/06/2020,423.48,pago,Mensal,boleto,2020-05-27
142932,2775,02/03/2020 00:00,,4565.24,atrasada,Mensal,pix,21/02/2020
142933,5678,45138,,"R$ 4325,00",em aberto,Mensal,cartao,45128
142934,5035,2023-04-24,2023-04-22 00:00:00,1234.49,pago,Mensal,boleto,14/04/2023
142935,8986,01/02/2023 00:00,,"529,37",atrasada,mensalidade,cartao,2023-01-22
142936,2220,2021-12-24,44554,"R$ 4424,00",paga,Mensal,boleto,14/12/2021
142937,6480,22/03/2022,2022-04-01,"505,11",Paga,Mensal,,44632
142938,1092,2020-06-12 00:00:00,,"2924,67",aberta,mensalidade,cartao,02/06/2020
142939,8330,2022-03-09 00:00:00,19/03/2022 00:00,430.95,pago,Mensal,pix,2022-02-27
142940,7670,2021-08-05,2021-08-06,"R$ 1485,00",paga,mensalidade,cartao,26/07/2021 00:00
142941,7290,45609,2024-11-12 00:00:00,"R$ 188,00",pago,upsell,cartao,2024-11-03
142942,6335,2020-06-21,01/07/2020 00:00,"3848,53",Paga,setup,pix,11/06/2020
142943,5656,05/07/2024 00:00,2024-07-14,"R$ 1998,00",Paga,Mensal,,45468
142944,4381,06/10/2021 00:00,2021-10-12 00:00:00,"2293,35",paga,setup,cartao,26/09/2021
142945,4254,07/09/2023 00:00,09/09/2023,"R$ 4673,00",pago,setup,pix,2023-08-28
142946,6309,2024-08-12 00:00:00,13/08/2024 00:00,"R$ 436,00",paga,upsell,cartao,45506
142947,4908,21/08/2021,2021-08-28 00:00:00,3952.11,Paga,setup,boleto,11/08/2021
142948,8773,2023-02-03,,"R$ 4564,00",em aberto,upsell,pix,24/01/2023 00:00
142949,2074,44460,2021-09-21,4195.65,Paga,Mensal,boleto,2021-09-11
142950,6395,29/06/2021 00:00,2021-06-25 00:00:00,"R$ 750,00",pago,mensalidade,boleto,44366
142951,6849,44971,,2485.00,aberta,Mensal,,2023-02-04
142952,6157,17/05/2021,21/05/2021,"721,76",pago,mensalidade,cartao,07/05/2021 00:00
142953,1348,08/09/2024,,"R$ 1798,00",aberta,Mensal,boleto,2024-08-29 00:00:00
142954,4543,15/12/2020,2020-12-16 00:00:00,1179.94,paga,mensalidade,cartao,2020-12-05 00:00:00
142955,4358,2020-10-01,44102,"R$ 4389,00",pago,upsell,boleto,2020-09-21
142956,1100,2021-05-22,23/05/2021,4589.34,pago,upsell,pix,12/05/2021
142957,6528,2020-10-11,,"515,99",atrasada,setup,,2020-10-01
142958,3646,2024-01-20 00:00:00,18/01/2024,"3153,60",paga,setup,,2024-01-10 00:00:00
142959,7594,45420,,"R$ 3333,00",aberta,mensalidade,,28/04/2024
142960,6660,45239,18/11/2023,250.04,Paga,upsell,,45229
142961,6021,2020-11-06,44149,2499.40,pago,Mensal,pix,2020-10-27 00:00:00
142962,3809,09/06/2024,15/06/2024,1608.41,pago,Mensal,cartao,2024-05-30
142963,6137,01/10/2024,2024-09-30 00:00:00,"1227,73",Paga,Mensal,boleto,45556
142964,8810,14/01/2020 00:00,,"R$ 2116,00",em aberto,Mensal,boleto,04/01/2020
142965,3776,2023-03-15 00:00:00,,"R$ 306,00",aberta,upsell,cartao,2023-03-05
142966,2415,2022-10-13 00:00:00,,4665.38,em aberto,upsell,pix,03/10/2022 00:00
142967,5842,08/06/2021 00:00,15/06/2021,"R$ 3673,00",paga,Mensal,,44345
142968,8999,2024-03-31 00:00:00,,"R$ 4156,00",em aberto,mensalidade,cartao,21/03/2024
142969,2532,23/09/2020,26/09/2020,"R$ 4032,00",Paga,setup,pix,44087
142970,2675,25/05/2023 00:00,,1533.66,aberta,mensalidade,pix,2023-05-15
142971,1627,24/04/2020 00:00,,"R$ 4749,00",atrasada,upsell,,2020-04-14
142972,1401,45608,,"R$ 3868,00",em aberto,Mensal,boleto,02/11/2024 00:00
142973,6036,45483,45478,830.22,Paga,Mensal,cartao,2024-06-30
142974,4021,2024-11-18,14/11/2024 00:00,100.84,paga,mensalidade,cartao,2024-11-08
142975,2850,2022-10-19 00:00:00,44861,"1625,46",paga,upsell,boleto,09/10/2022 00:00
142976,6198,2023-02-04 00:00:00,44968,"R$ 3583,00",pago,Mensal,,2023-01-25 00:00:00
142977,6144,2022-11-20 00:00:00,,"R$ 3943,00",em aberto,mensalidade,boleto,2022-11-10
142978,8116,45496,02/08/2024 00:00,"1731,12",paga,upsell,boleto,13/07/2024 00:00
142979,6356,22/03/2022 00:00,44638,"4560,11",paga,Mensal,,2022-03-12
142980,5428,2021-01-12,,474.15,atrasada,setup,,2021-01-02
142981,7053,24/09/2020,,"R$ 171,00",aberta,Mensal,,2020-09-14 00:00:00
142982,8279,24/02/2024 00:00,45344,"R$ 1588,00",Paga,Mensal,cartao,45336
142983,1711,06/12/2021 00:00,2021-12-01,"1071,58",Paga,mensalidade,cartao,26/11/2021
142984,4921,44229,2021-02-03,680.49,paga,Mensal,boleto,23/01/2021
142985,7391,45227,29/10/2023,"R$ 3188,00",paga,Mensal,boleto,18/10/2023
142986,3373,20/08/2021 00:00,2021-08-15,"299,82",paga,mensalidade,boleto,2021-08-10
142987,3399,45614,15/11/2024 00:00,"R$ 2790,00",paga,mensalidade,cartao,08/11/2024 00:00
142988,3753,44062,,"R$ 2908,00",aberta,Mensal,boleto,44052
142989,6777,2022-01-18 00:00:00,2022-01-27,"R$ 1785,00",pago,upsell,boleto,2022-01-08
142990,4429,2022-04-16,2022-04-19 00:00:00,1147.74,pago,mensalidade,,06/04/2022
142991,1108,09/04/2024,2024-04-17,"1396,13",paga,mensalidade,pix,45381
142992,8024,2021-04-08 00:00:00,,"R$ 1176,00",aberta,setup,pix,29/03/2021
142993,7917,08/07/2024,16/07/2024,2457.37,Paga,mensalidade,pix,2024-06-28
142994,5756,2024-08-08,2024-08-17 00:00:00,2745.97,Paga,setup,pix,45502
142995,6593,2024-08-30,,"1211,98",atrasada,upsell,,2024-08-20
142996,3232,2020-12-27 00:00:00,44201,"R$ 2880,00",pago,mensalidade,pix,44182
142997,4941,45532,2024-08-26 00:00:00,"R$ 3457,00",Paga,setup,,45522
142998,5245,2022-01-07,2022-01-04,"3065,26",pago,mensalidade,pix,44558
142999,7179,44082,44084,"575,19",paga,setup,boleto,29/08/2020
143000,4317,2023-09-29 00:00:00,45204,"2031,96",paga,upsell,pix,2023-09-19
143001,6741,02/12/2020 00:00,,"4974,51",em aberto,setup,cartao,2020-11-22
143002,1152,19/08/2023,2023-08-27 00:00:00,"1136,64",pago,Mensal,cartao,2023-08-09
143003,3760,2022-12-09,44902,1426.46,Paga,setup,,44894
143004,3104,02/02/2024,2024-01-30,"R$ 3097,00",Paga,Mensal,boleto,23/01/2024 00:00
143005,2634,2023-10-19,20/10/2023,4284.30,pago,upsell,pix,2023-10-09
143006,5813,15/11/2020,2020-11-18,"R$ 1170,00",paga,mensalidade,cartao,05/11/2020 00:00
143007,6740,2020-12-31,03/01/2021 00:00,"R$ 69,00",pago,upsell,,2020-12-21
143008,6786,05/09/2021 00:00,07/09/2021,"R$ 2701,00",Paga,setup,cartao,2021-08-26
143009,3618,43860,43859,"3911,24",pago,setup,,20/01/2020 00:00
143010,3851,29/01/2024 00:00,2024-02-05 00:00:00,2748.94,paga,upsell,pix,19/01/2024
143011,2051,2023-02-14 00:00:00,,"481,45",atrasada,Mensal,,2023-02-04
143012,5852,43940,,"2217,36",atrasada,Mensal,,2020-04-09
143013,1426,2023-12-16,18/12/2023,949.64,paga,mensalidade,pix,2023-12-06 00:00:00
143014,7066,45502,07/08/2024,4902.71,pago,upsell,,45492
143015,6817,20/09/2021,30/09/2021 00:00,"4186,85",Paga,mensalidade,boleto,10/09/2021
143016,5617,05/05/2022,05/05/2022 00:00,"R$ 4076,00",Paga,mensalidade,cartao,25/04/2022
143017,3996,45550,,"R$ 573,00",em aberto,upsell,pix,2024-09-05
143018,5883,43951,2020-04-28 00:00:00,1610.20,pago,mensalidade,boleto,2020-04-20 00:00:00
143019,2897,28/06/2023,45107,4281.42,pago,Mensal,,45095
143020,6617,2020-09-14 00:00:00,,1111.01,aberta,setup,,04/09/2020 00:00
143021,1517,2024-07-04 00:00:00,,"4050,27",atrasada,Mensal,,2024-06-24 00:00:00
143022,5319,2021-08-27,44437,"R$ 1130,00",paga,Mensal,,17/08/2021 00:00
143023,1211,16/09/2023,,"2027,86",aberta,upsell,pix,06/09/2023 00:00
143024,8656,2022-03-10 00:00:00,,"R$ 2722,00",atrasada,Mensal,,28/02/2022
143025,8474,07/03/2023,,2617.54,aberta,setup,pix,2023-02-25 00:00:00
143026,1432,2024-03-18,17/03/2024 00:00,"4843,14",pago,setup,,2024-03-08
143027,8072,45115,10/07/2023 00:00,"R$ 4869,00",Paga,Mensal,pix,28/06/2023 00:00
143028,3339,2020-08-18 00:00:00,2020-08-23,"R$ 1519,00",pago,mensalidade,cartao,08/08/2020
143029,1179,44637,,1364.63,aberta,mensalidade,cartao,07/03/2022
143030,4399,2024-08-21,27/08/2024,"1356,43",Paga,setup,,45515
143031,8814,14/02/2022 00:00,44611,"2680,61",paga,setup,cartao,44596
143032,7354,26/02/2022 00:00,,"4581,59",aberta,mensalidade,pix,2022-02-16 00:00:00
143033,7392,2023-01-01 00:00:00,,"2993,29",aberta,setup,cartao,22/12/2022
143034,8342,2022-01-11,,"3413,19",em aberto,Mensal,cartao,01/01/2022
143035,8561,44732,2022-06-21,1521.88,Paga,setup,pix,10/06/2022
143036,5313,2021-09-27 00:00:00,27/09/2021,"734,80",paga,mensalidade,boleto,17/09/2021
143037,5108,44435,,375.39,atrasada,Mensal,,44425
143038,8924,44368,44373,"R$ 4060,00",paga,mensalidade,boleto,2021-06-11
143039,2532,2022-11-06 00:00:00,2022-11-12 00:00:00,"2901,45",Paga,setup,pix,44861
143040,1415,2024-08-11 00:00:00,45524,198.30,paga,mensalidade,pix,2024-08-01 00:00:00
143041,4182,31/07/2022 00:00,2022-07-27 00:00:00,2365.80,paga,setup,cartao,2022-07-21
143042,8330,2021-12-04 00:00:00,,1228.37,atrasada,Mensal,,44524
143043,4477,19/06/2023,45101,"4201,54",Paga,mensalidade,boleto,2023-06-09
143044,2705,04/10/2021 00:00,44474,2701.01,paga,Mensal,cartao,24/09/2021 00:00
143045,3167,21/01/2023,,2714.59,aberta,Mensal,,11/01/2023
143046,3458,45088,06/06/2023 00:00,"2509,74",paga,setup,,01/06/2023
143047,6194,44420,13/08/2021 00:00,"4092,32",pago,upsell,boleto,2021-08-02 00:00:00
143048,8112,2023-06-07 00:00:00,,"1470,05",aberta,setup,pix,45074
